State,Name,ID,Org Type,Mode,TOS, VOMS,Service Supplied (in Thousands),,,,,,,,,,,,Unlinked Passenger Trips,,,
,,9144,B,DR,PT,12,15,,0.0 ,,398.5 ,,335.6 ,,33.7 ,,28.6 ,,49.8 ,,303.4 ,
,,9144,B,MB,PT,49,76,,"1,827.6 ",,"2,127.4 ",,"1,827.6 ",,133.7 ,,122.9 ,,"1,936.2 ",,"9,570.6 ",
,,,,Total,,61,91,,"1,827.6 ",,"2,525.9 ",,"2,163.2 ",,167.5 ,,151.5 ,,"1,986.0 ",,"9,874.0 ",
CA,Long Beach Transit (LBT),,,,,,,,,,,,,,,,,,,,,
,,9023,B,DR,PT,18,21,,0.0 ,,339.0 ,,339.0 ,,13.6 ,,13.6 ,,82.4 ,,373.6 ,
,,9023,B,MB,DO,179,221,,"7,374.7 ",,"8,008.8 ",,"7,382.5 ",,717.1 ,,685.4 ,,"26,775.5 ",,"70,687.3 ",
,,,,Total,,197,242,,"7,374.7 ",,"8,347.8 ",,"7,721.5 ",,730.7 ,,699.0 ,,"26,857.9 ",,"71,060.9 ",
CA,Los Angeles County Metropolitan Transportation Authority (LACMTA),,,,,,,,,,,,,,,,,,,,,
,,9154,B,HR,DO,70,104,,"5,472.9 ",,"5,580.5 ",,"5,398.6 ",,260.3 ,,238.4 ,,"30,870.4 ",,"152,629.5 ",
,,9154,B,LR,DO,96,121,,"7,885.9 ",,"7,803.7 ",,"7,703.7 ",,352.6 ,,336.7 ,,"32,852.3 ",,"241,217.2 ",
,,9154,B,MB,DO,"2,022","2,409",,"76,992.6 ",,"89,777.2 ",,"76,286.1 ",,"6,707.1 ",,"6,152.3 ",,"318,512.8 ",,"1,232,383.3 ",
,,9154,B,MB,PT,150,161,,"6,692.8 ",,"7,688.6 ",,"6,212.3 ",,572.8 ,,469.8 ,,"11,362.5 ",,"36,928.1 ",
,,,,Total,,"2,338","2,795",,"97,044.2 ",,"110,850.0 ",,"95,600.6 ",,"7,892.9 ",,"7,197.2 ",,"393,598.0 ",,"1,663,158.1 ",
CA,Merced County Transit (The Bus),,,,,,,,,,,,,,,,,,,,,
,,9173,B,DR,PT,15,18,,0.0 ,,482.8 ,,470.4 ,,32.6 ,,32.0 ,,137.3 ,,"1,057.0 ",
,,9173,B,MB,PT,21,29,,986.0 ,,"1,013.3 ",,986.0 ,,52.7 ,,50.1 ,,905.3 ,,"1,903.3 ",
,,,,Total,,36,47,,986.0 ,,"1,496.1 ",,"1,456.5 ",,85.3 ,,82.1 ,,"1,042.6 ",,"2,960.3 ",
CA,Modesto Area Express (MAX),,,,,,,,,,,,,,,,,,,,,
,,9007,B,DR,PT,11,11,,0.0 ,,515.4 ,,515.4 ,,36.6 ,,36.6 ,,105.5 ,,686.6 ,
,,9007,B,MB,PT,36,60,,"1,592.0 ",,"1,643.7 ",Q,"1,591.5 ",Q,120.7 ,Q,118.8 ,Q,"3,208.5 ",,"10,568.1 ",
,,,,Total,,47,71,,"1,592.0 ",,"2,159.1 ",,"2,106.9 ",,157.3 ,,155.5 ,,"3,313.9 ",,"11,254.7 ",
CA,Montebello Bus Lines (MBL),,,,,,,,,,,,,,,,,,,,,
,,9041,B,DR,DO,4,6,,0.0 ,,66.7 ,,60.9 ,,8.3 ,,7.7 ,,19.7 ,,49.7 ,
,,9041,B,MB,DO,52,72,,"2,857.5 ",,"2,962.4 ",,"2,877.7 ",,257.9 ,,251.5 ,,"10,988.6 ",,"33,532.0 ",
,,9041,B,MB,PT,4,5,,37.3 ,,58.7 ,,37.3 ,,4.7 ,,3.2 ,,90.1 ,,411.6 ,
,,,,Total,,60,83,,"2,894.8 ",,"3,087.7 ",,"2,975.8 ",,270.9 ,,262.4 ,,"11,098.5 ",,"33,993.3 ",
CA,Monterey-Salinas Transit (MST),,,,,,,,,,,,,,,,,,,,,
,,9062,B,DR,PT,24,25,,0.0 ,,622.8 ,,563.2 ,,29.6 ,,27.8 ,,67.9 ,,636.5 ,
,,9062,B,MB,DO,78,88,,"2,528.4 ",,"2,801.8 ",,"2,531.0 ",,189.7 ,,178.9 ,,"4,486.6 ",,"21,356.0 ",
,,9062,B,MB,PT,9,11,,347.7 ,,423.3 ,,347.5 ,,22.7 ,,18.5 ,,138.0 ,,"1,872.1 ",
,,,,Total,,111,124,,"2,876.0 ",,"3,848.0 ",,"3,441.7 ",,242.1 ,,225.2 ,,"4,692.5 ",,"23,864.7 ",
CA,MTS Contract Services (MCS),,,,,,,,,,,,,,,,,,,,,
,,9185,B,DR,PT,107,126,,0.0 ,,"4,128.7 ",,"3,185.1 ",,257.1 ,,193.4 ,,582.3 ,,"3,691.7 ",
,,9185,B,MB,PT,203,255,,"9,519.1 ",,"10,999.9 ",,"9,511.6 ",,874.6 ,,760.8 ,,"17,887.4 ",,"67,735.1 ",
,,,,Total,,310,381,,"9,519.1 ",,"15,128.6 ",,"12,696.7 ",,"1,131.8 ",,954.2 ,,"18,469.7 ",,"71,426.7 ",
CA,Napa County Transportation Planning Agency (NCTPA),,,,,,,,,,,,,,,,,,,,,
,,9088,B,DR,PT,12,13,,0.0 ,,190.7 ,,173.0 ,,16.9 ,,15.6 ,,31.7 ,,0.0 ,W
,,9088,B,MB,PT,18,22,,803.9 ,,817.7 ,,804.4 ,,55.6 ,,53.2 ,,756.8 ,,0.0 ,W
,,,,Total,,30,35,,803.9 ,,"1,008.4 ",,977.4 ,,72.5 ,,68.8 ,,788.5 ,,0.0 ,Q
CA,National City Transit (NCT),,,,,,,,,,,,,,,,,,,,,
,,9189,B,MB,PT,9,16,,461.4 ,,478.1 ,,461.0 ,,45.1 ,,42.3 ,,"1,701.7 ",,"4,136.7 ",
CA,North San Diego County Transit District (NCTD),,,,,,,,,,,,,,,,,,,,,
,,9030,B,CR,PT,28,35,,"1,137.6 ",,"1,190.6 ",,"1,137.3 ",,31.7 ,,26.1 ,,"1,428.8 ",,"40,392.7 ",
,,9030,B,DR,PT,44,44,,0.0 ,,"1,278.2 ",,"1,156.3 ",,80.9 ,,71.6 ,,224.3 ,,"1,585.9 ",
,,9030,B,MB,DO,149,174,,"7,600.4 ",,"7,525.2 ",,"6,954.7 ",,520.2 ,,490.8 ,,"10,330.8 ",,"57,652.7 ",
,,,,Total,,221,253,,"8,738.0 ",,"9,994.0 ",,"9,248.2 ",,632.8 ,,588.6 ,,"11,983.9 ",,"99,631.4 ",
CA,Norwalk Transit System (NTS),,,,,,,,,,,,,,,,,,,,,
,,9022,B,DR,DO,5,7,,0.0 ,,89.2 ,Q,72.0 ,Q,10.6 ,Q,7.3 ,Q,25.8 ,Q,49.5 ,Q
,,9022,B,DR,PT,2,2,,0.0 ,,6.6 ,Q,6.6 ,Q,0.4 ,Q,0.4 ,Q,1.7 ,Q,6.6 ,Q
,,9022,B,MB,DO,24,30,,"1,116.0 ",,"1,070.6 ",Q,"1,113.7 ",Q,85.0 ,Q,81.9 ,Q,"2,021.8 ",Q,"9,967.5 ",Q
,,,,Total,,31,39,,"1,116.0 ",,"1,166.3 ",,"1,192.4 ",,96.0 ,,89.7 ,,"2,049.3 ",,"10,023.6 ",
CA,Omnitrans (OMNI),,,,,,,,,,,,,,,,,,,,,
,,9029,B,DR,PT,89,101,,0.0 ,,"3,409.8 ",,"2,750.0 ",,219.6 ,,184.8 ,,502.6 ,,"5,505.9 ",
,,9029,B,MB,DO,127,153,,"7,132.4 ",,"7,219.1 ",,"7,116.7 ",,576.3 ,,566.0 ,,"14,464.2 ",,"63,118.4 ",
,,9029,B,MB,PT,17,23,,"1,182.9 ",,"1,463.6 ",,"1,262.1 ",,73.8 ,,69.0 ,,"1,259.1 ",,"12,954.4 ",
,,,,Total,,233,277,,"8,315.3 ",,"12,092.5 ",,"11,128.8 ",,869.7 ,,819.8 ,,"16,226.0 ",,"81,578.8 ",
CA,Orange County Transportation Authority (OCTA),,,,,,,,,,,,,,,,,,,,,
,,9036,B,DR,PT,255,268,,0.0 ,,"11,600.7 ",,"8,601.3 ",,711.4 ,,577.2 ,,"1,084.9 ",,"9,905.6 ",
,,9036,B,MB,DO,466,558,,"21,825.3 ",,"26,105.3 ",,"21,825.1 ",,"1,870.3 ",,"1,703.2 ",,"66,576.4 ",,"263,497.8 ",
,,9036,B,MB,PT,75,85,,"1,480.6 ",,"2,204.7 ",,"1,480.6 ",,134.7 ,,104.7 ,,975.5 ,,"5,347.5 ",
,,,,Total,,796,911,,"23,305.9 ",,"39,910.7 ",,"31,906.9 ",,"2,716.4 ",,"2,385.1 ",,"68,636.8 ",,"278,750.8 ",
CA,Peninsula Corridor Joint Powers Board (PCJPB),,,,,,,,,,,,,,,,,,,,,
,,9134,B,CR,PT,102,153,,"5,163.7 ",,"5,212.5 ",,"5,170.3 ",,175.0 ,,172.4 ,,"6,625.4 ",,"132,958.9 ",
,,9134,B,MB,PT,36,44,,976.2 ,,"1,578.9 ",,976.2 ,,88.3 ,,65.6 ,,"1,155.2 ",,"8,838.1 ",
,,,,Total,,138,197,,"6,139.9 ",,"6,791.3 ",,"6,146.5 ",,263.3 ,,238.0 ,,"7,780.6 ",,"141,797.1 ",
CA,Redding Area Bus Authority (RABA),,,,,,,,,,,,,,,,,,,,,
,,9093,B,DR,PT,14,19,,0.0 ,,399.7 ,Q,383.3 ,,29.1 ,Q,24.9 ,,64.2 ,,383.3 ,
,,9093,B,MB,PT,13,21,,821.7 ,,823.2 ,,797.0 ,,49.9 ,,48.1 ,,740.7 ,,"3,974.0 ",
,,,,Total,,27,40,,821.7 ,,"1,222.9 ",,"1,180.3 ",,79.0 ,,73.0 ,,805.0 ,,"4,357.3 ",
CA,Riverside Transit Agency (RTA),,,,,,,,,,,,,,,,,,,,,
,,9031,B,DR,PT,49,56,,0.0 ,,"2,333.9 ",,"2,333.9 ",,127.2 ,,127.2 ,,226.7 ,,"2,273.4 ",
,,9031,B,MB,DO,76,87,,"4,113.4 ",,"4,885.3 ",,"4,331.4 ",,331.9 ,,312.2 ,,"6,368.4 ",,"33,984.7 ",
,,9031,B,MB,PT,55,65,,"3,090.4 ",,"3,443.9 ",,"2,994.6 ",,171.5 ,,159.1 ,,993.8 ,,"8,252.9 ",
,,,,Total,,180,208,,"7,203.8 ",,"10,663.1 ",,"9,659.8 ",,630.6 ,,598.5 ,,"7,588.9 ",,"44,511.0 ",
CA,Roseville Transit,,,,,,,,,,,,,,,,,,,,,
,,9168,B,DR,PT,6,15,,0.0 ,,250.7 ,,226.3 ,,17.9 ,,16.9 ,,46.8 ,,263.1 ,
,,9168,B,MB,PT,15,34,,615.2 ,,660.0 ,,615.2 ,,42.5 ,,39.9 ,,342.3 ,,"2,725.9 ",
,,,,Total,,21,49,,615.2 ,,910.7 ,,841.4 ,,60.3 ,,56.8 ,,389.1 ,,"2,988.9 ",
CA,Sacramento Regional Transit District (Sacramento RT),,,,,,,,,,,,,,,,,,,,,
,,9019,B,DR,PT,96,102,,0.0 ,,"2,985.7 ",,"2,623.3 ",,187.8 ,,167.5 ,,281.1 ,,"2,322.2 ",
,,9019,B,LR,DO,52,72,,"2,889.2 ",,"2,938.8 ",,"2,878.8 ",,154.2 ,,149.8 ,,"11,022.0 ",,"56,948.1 ",
,,9019,B,MB,DO,235,274,,"8,590.0 ",,"10,154.7 ",,"8,566.5 ",,754.0 ,,696.7 ,,"19,446.8 ",,"67,700.9 ",
,,,,Total,,383,448,,"11,479.2 ",,"16,079.2 ",,"14,068.5 ",,"1,095.9 ",,"1,014.0 ",,"30,749.9 ",,"126,971.1 ",
CA,San Diego Association of Governments (SANDAG),,,,,,,,,,,,,,,,,,,,,
,,9095,B,VP,PT,338,338,,0.0 ,,"8,093.2 ",,"8,093.2 ",,182.6 ,,182.6 ,,"1,207.3 ",,"60,233.3 ",
CA,San Diego Metropolitan Transit System (MTS),,,,,,,,,,,,,,,,,,,,,
,,9026,A,MB,DO,211,275,,"10,404.9 ",,"11,922.7 ",,"10,348.0 ",,919.0 ,,851.4 ,,"25,545.4 ",,"96,676.0 ",
CA,"San Diego Trolley, Inc.",,,,,,,,,,,,,,,,,,,,,
,,9054,A,LR,DO,83,123,,"6,789.0 ",,"7,078.7 ",,"6,983.4 ",,372.2 ,,363.8 ,,"26,538.2 ",,"170,375.5 ",
CA,San Francisco Bay Area Rapid Transit District (BART),,,,,,,,,,,,,,,,,,,,,
,,9003,B,HR,DO,522,669,,"59,646.0 ",,"64,010.7 ",,"62,373.3 ",,"2,109.0 ",,"1,841.9 ",,"97,545.6 ",,"1,228,433.2 ",
CA,San Francisco Municipal Railway (MUNI),,,,,,,,,,,,,,,,,,,,,
,,9015,B,CC,DO,26,40,,478.2 ,,458.6 ,,452.8 ,,141.7 ,,140.2 ,,"7,869.2 ",,"9,106.7 ",
,,9015,B,LR,DO,130,181,,"5,780.8 ",,"5,656.3 ",,"5,656.3 ",,588.6 ,,588.6 ,,"45,187.0 ",,"117,833.7 ",
,,9015,B,MB,DO,400,495,,"13,521.5 ",,"15,007.0 ",,"13,032.4 ",,"1,601.1 ",,"1,488.4 ",,"87,471.7 ",,"190,034.6 ",
,,9015,B,TB,DO,259,366,,"7,390.5 ",,"7,540.2 ",,"7,218.8 ",,"1,092.2 ",,"1,056.0 ",,"75,215.8 ",,"112,031.7 ",
,,,,Total,,815,"1,082",,"27,171.0 ",,"28,662.1 ",,"26,360.3 ",,"3,423.5 ",,"3,273.2 ",,"215,743.7 ",,"429,006.7 ",
CA,San Francisco Paratransit (ATC),,,,,,,,,,,,,,,,,,,,,
,,9186,D,DR,PT,"1,486","1,700",,0.0 ,,"4,992.5 ",,"4,992.5 ",,391.2 ,,391.2 ,,"1,305.7 ",,"8,336.4 ",
CA,San Joaquin Regional Transit District (SJRTD),,,,,,,,,,,,,,,,,,,,,
,,9012,B,DR,DO,21,30,,0.0 ,,698.8 ,,592.7 ,,47.8 ,,44.2 ,,104.1 ,,871.7 ,
,,9012,B,DR,PT,3,3,,0.0 ,,34.7 ,,27.0 ,,2.0 ,,1.5 ,,6.4 ,,21.1 ,Q
,,9012,B,MB,DO,85,117,,"4,009.4 ",,"4,925.3 ",,"4,009.7 ",,274.5 ,,248.9 ,,"4,802.4 ",,"34,237.5 ",
,,,,Total,,109,150,,"4,009.4 ",,"5,658.8 ",,"4,629.4 ",,324.3 ,,294.7 ,,"4,912.9 ",,"35,130.3 ",
CA,San Mateo County Transit District (SamTrans),,,,,,,,,,,,,,,,,,,,,
,,9009,B,DR,PT,84,115,,0.0 ,,"3,251.7 ",,"2,701.6 ",,243.0 ,,215.7 ,,305.0 ,,"2,866.8 ",
,,9009,B,MB,DO,201,275,,"4,947.4 ",,"7,072.5 ",,"4,989.9 ",,580.5 ,,498.3 ,,"12,138.3 ",,"52,922.8 ",
,,9009,B,MB,PT,61,88,,"2,391.4 ",,"3,339.0 ",,"2,391.4 ",,212.7 ,,166.2 ,,"3,007.4 ",,"27,719.7 ",
,,,,Total,,346,478,,"7,338.8 ",,"13,663.2 ",,"10,082.8 ",,"1,036.2 ",,880.2 ,,"15,450.6 ",,"83,509.3 ",
CA,Santa Barbara Metropolitan Transit District (SBMTD),,,,,,,,,,,,,,,,,,,,,
,,9020,B,DR,PT,12,16,,0.0 ,,240.3 ,,196.6 ,,19.3 ,,13.5 ,,21.4 ,,105.1 ,
,,9020,B,MB,DO,72,97,,"2,241.6 ",,"2,684.5 ",,"2,351.3 ",,206.3 ,,178.0 ,,"7,004.1 ",,"26,580.2 ",
,,,,Total,,84,113,,"2,241.6 ",,"2,924.8 ",,"2,547.9 ",,225.6 ,,191.5 ,,"7,025.5 ",,"26,685.3 ",
CA,Santa Clara Valley Transportation Authority (VTA),,,,,,,,,,,,,,,,,,,,,
,,9013,B,DR,PT,236,296,,0.0 ,,"6,937.9 ",,"5,966.7 ",,465.0 ,,403.7 ,,930.5 ,,"7,546.4 ",
,,9013,B,LR,DO,26,80,,"1,899.9 ",,"2,017.8 ",,"1,898.7 ",,133.1 ,,126.3 ,,"5,473.0 ",,"24,165.9 ",
,,9013,B,MB,DO,345,523,,"15,754.7 ",,"18,551.2 ",,"15,644.4 ",,"1,350.1 ",,"1,238.3 ",,"32,902.4 ",,"136,692.8 ",
,,9013,B,MB,PT,23,23,,363.1 ,,450.7 ,,363.1 ,,42.4 ,,37.2 ,,469.7 ,,"1,084.5 ",
,,,,Total,,630,922,,"18,017.6 ",,"27,957.6 ",,"23,872.9 ",,"1,990.6 ",,"1,805.5 ",,"39,775.7 ",,"169,489.7 ",
CA,Santa Clarita Transit (SCT),,,,,,,,,,,,,,,,,,,,,
,,9171,B,DR,PT,11,16,,0.0 ,,529.3 ,,459.2 ,,32.1 ,,24.5 ,,85.0 ,,617.8 ,
,,9171,B,MB,PT,50,62,,"2,755.3 ",,"3,172.1 ",,"2,749.3 ",,155.8 ,,140.9 ,,"3,344.9 ",,"40,273.0 ",
,,,,Total,,61,78,,"2,755.3 ",,"3,701.5 ",,"3,208.5 ",,188.0 ,,165.4 ,,"3,429.9 ",,"40,890.8 ",
CA,Santa Cruz Metropolitan Transit District (SCMTD),,,,,,,,,,,,,,,,,,,,,
,,9006,B,DR,PT,60,77,,0.0 ,,674.7 ,,557.8 ,,47.9 ,,40.0 ,,98.0 ,,608.2 ,
,,9006,B,MB,DO,89,114,,"3,400.7 ",,"3,957.0 ",,"3,405.8 ",,254.7 ,,233.7 ,,"5,769.0 ",,"30,975.0 ",
,,,,Total,,149,191,,"3,400.7 ",,"4,631.7 ",,"3,963.6 ",,302.6 ,,273.7 ,,"5,867.0 ",,"31,583.2 ",
CA,Santa Maria Area Transit (SMAT),,,,,,,,,,,,,,,,,,,,,
,,9087,B,DR,PT,7,8,,0.0 ,,126.8 ,,107.6 ,,12.5 ,,8.5 ,,30.7 ,,184.1 ,
,,9087,B,MB,PT,10,11,,462.7 ,,478.0 ,,446.2 ,,33.4 ,,32.3 ,,750.2 ,,"1,002.1 ",
,,,,Total,,17,19,,462.7 ,,604.8 ,,553.8 ,,45.9 ,,40.8 ,,780.9 ,,"1,186.2 ",
CA,Santa Monica's Big Blue Bus (Big Blue Bus),,,,,,,,,,,,,,,,,,,,,
,,9008,B,DR,PT,4,6,,0.0 ,,80.5 ,,75.1 ,,9.7 ,,9.2 ,,27.2 ,,73.3 ,
,,9008,B,MB,DO,144,180,,"5,002.8 ",,"5,634.3 ",,"4,994.6 ",,490.5 ,,454.3 ,,"20,629.9 ",,"72,930.3 ",
,,,,Total,,148,186,,"5,002.8 ",,"5,714.8 ",,"5,069.7 ",,500.3 ,,463.5 ,,"20,657.1 ",,"73,003.5 ",
CA,Simi Valley Transit (SVT),,,,,,,,,,,,,,,,,,,,,
,,9050,A,DR,DO,7,11,,0.0 ,,260.1 ,,231.2 ,,22.6 ,,20.4 ,,39.4 ,,178.5 ,
,,9050,A,MB,DO,7,11,,376.0 ,,373.4 ,,354.0 ,Q,24.0 ,,23.4 ,,434.4 ,,"2,235.4 ",
,,,,Total,,14,22,,376.0 ,,633.5 ,,585.2 ,,46.6 ,,43.8 ,,473.8 ,,"2,414.0 ",
CA,South Coast Area Transit (SCAT),,,,,,,,,,,,,,,,,,,,,
,,9035,B,DR,PT,22,24,,0.0 ,,671.4 ,,559.3 ,,53.1 ,,41.8 ,,108.0 ,,627.1 ,
,,9035,B,MB,DO,38,46,,"1,423.7 ",,"1,555.8 ",,"1,422.7 ",,136.4 ,,131.6 ,,"3,372.2 ",,"19,640.9 ",
,,,,Total,,60,70,,"1,423.7 ",,"2,227.2 ",,"1,982.0 ",,189.5 ,,173.4 ,,"3,480.2 ",,"20,268.0 ",
CA,Southern California Regional Rail Authority (Metrolink),,,,,,,,,,,,,,,,,,,,,
,,9151,B,CR,PT,159,159,,"8,338.9 ",,"8,592.8 ",,"8,314.5 ",,240.7 ,,205.2 ,,"9,783.4 ",,"364,526.3 ",
CA,SunLine Transit Agency (SunLine),,,,,,,,,,,,,,,,,,,,,
,,9079,A,DR,DO,23,28,,0.0 ,,968.6 ,,845.4 ,,54.6 ,,48.1 ,,106.0 ,,"1,044.8 ",
,,9079,A,MB,DO,37,50,,"2,276.1 ",,"2,259.0 ",,"2,189.7 ",,152.4 ,,149.5 ,,"3,455.8 ",,"28,925.0 ",
,,,,Total,,60,78,,"2,276.1 ",,"3,227.6 ",,"3,035.1 ",,207.0 ,,197.7 ,,"3,561.8 ",,"29,969.8 ",
CA,Thousand Oaks Transit (TOT),,,,,,,,,,,,,,,,,,,,,
,,9165,B,DR,PT,12,14,,0.0 ,,359.9 ,,329.0 ,,32.4 ,,29.8 ,,75.0 ,,274.5 ,
,,9165,B,MB,PT,6,7,,181.3 ,,198.6 ,,181.3 ,,14.6 ,,13.3 ,,132.4 ,,948.3 ,
,,,,Total,,18,21,,181.3 ,,558.5 ,,510.3 ,,47.0 ,,43.1 ,,207.4 ,,"1,222.8 ",
CA,Torrance Transit System,,,,,,,,,,,,,,,,,,,,,
,,9010,B,DR,PT,31,50,,0.0 ,,489.7 ,,486.7 ,,26.0 ,,25.7 ,,106.2 ,,486.7 ,
,,9010,B,MB,DO,44,53,,"1,953.7 ",,"1,992.3 ",,"1,922.3 ",,160.8 ,,156.5 ,,"4,704.9 ",,"21,200.4 ",
,,9010,B,MB,PT,11,14,,116.9 ,,310.3 ,,116.8 ,,13.6 ,,6.5 ,,64.4 ,,671.5 ,
,,,,Total,,86,117,,"2,070.6 ",,"2,792.2 ",,"2,525.8 ",,200.3 ,,188.7 ,,"4,875.6 ",,"22,358.6 ",
CA,Ventura Intercity Service Transit Authority (VISTA),,,,,,,,,,,,,,,,,,,,,
,,9164,B,DR,PT,11,13,,0.0 ,,371.0 ,,327.7 ,,31.6 ,,28.0 ,,186.3 ,,"1,061.9 ",
,,9164,B,MB,PT,20,22,,"1,330.4 ",,"1,447.0 ",,"1,329.7 ",,48.0 ,,44.1 ,,413.3 ,,"4,959.3 ",
,,,,Total,,31,35,,"1,330.4 ",,"1,818.0 ",,"1,657.4 ",,79.7 ,,72.1 ,,599.6 ,,"6,021.2 ",
CA,Victor Valley Transit Authority (VVTA),,,,,,,,,,,,,,,,,,,,,
,,9148,B,DR,PT,25,32,,0.0 ,,939.7 ,,758.7 ,,55.2 ,,40.7 ,,110.9 ,,"1,155.3 ",
,,9148,B,MB,PT,21,32,,"1,679.1 ",,"1,787.7 ",,"1,667.0 ",,85.9 ,,82.2 ,,"1,097.1 ",,"11,052.7 ",
,,,,Total,,46,64,,"1,679.1 ",,"2,727.4 ",,"2,425.6 ",,141.1 ,,122.9 ,,"1,208.0 ",,"12,208.0 ",
CA,Western Contra Costa Transit Authority (WestCAT),,,,,,,,,,,,,,,,,,,,,
,,9159,B,DR,PT,8,12,,0.0 ,,229.8 ,,203.9 ,,16.9 ,,14.8 ,,45.5 ,,232.8 ,
,,9159,B,MB,PT,30,38,,"1,220.6 ",,"1,293.1 ",,"1,215.5 ",,82.3 ,,76.2 ,,"1,100.4 ",,"6,602.1 ",
,,,,Total,,38,50,,"1,220.6 ",,"1,522.9 ",,"1,419.5 ",,99.2 ,,91.0 ,,"1,145.8 ",,"6,834.9 ",
CA,Yolo County Transportation District (YoloBus),,,,,,,,,,,,,,,,,,,,,
,,9090,B,DR,PT,4,10,,0.0 ,,194.3 ,,143.5 ,,11.2 ,,8.3 ,,14.4 ,,112.7 ,
,,9090,B,MB,PT,29,46,,"1,301.0 ",,"1,427.5 ",Q,"1,301.0 ",Q,83.5 ,Q,65.0 ,Q,"1,200.1 ",,"11,508.6 ",
,,,,Total,,33,56,,"1,301.0 ",,"1,621.8 ",,"1,444.4 ",,94.7 ,,73.3 ,,"1,214.5 ",,"11,621.4 ",
CA,Yuba-Sutter Transit Authority (YSTA),,,,,,,,,,,,,,,,,,,,,
,,9061,B,DR,PT,10,15,,0.0 ,,315.1 ,,271.1 ,,21.3 ,,18.3 ,,61.8 ,,433.8 ,
,,9061,B,MB,PT,18,22,,628.1 ,,680.0 ,,628.1 ,,47.4 ,,44.7 ,,590.8 ,,"4,531.6 ",Q
,,,,Total,,28,37,,628.1 ,,995.0 ,,899.2 ,,68.6 ,,63.1 ,,652.6 ,,"4,965.3 ",
CO,City of Greeley - Transit Services (The Bus),,,,,,,,,,,,,,,,,,,,,
,,8010,A,DR,DO,6,7,,0.0 ,,151.5 ,,126.7 ,,15.9 ,,14.0 ,,31.1 ,,116.5 ,
,,8010,A,MB,DO,10,15,,354.3 ,,357.6 ,,354.3 ,,27.8 ,,27.3 ,,403.4 ,,"1,464.4 ",
,,,,Total,,16,22,,354.3 ,,509.1 ,,481.0 ,,43.8 ,,41.4 ,,434.5 ,,"1,580.9 ",
CO,City of Loveland Transit (COLT),,,,,,,,,,,,,,,,,,,,,
,,8025,B,DR,DO,5,4,,0.0 ,,64.9 ,Q,62.1 ,Q,10.1 ,Q,9.2 ,Q,15.3 ,Q,64.9 ,Q
,,8025,B,MB,DO,2,2,,110.8 ,,113.9 ,Q,110.8 ,Q,8.5 ,Q,7.6 ,Q,59.9 ,Q,113.9 ,Q
,,,,Total,,7,6,,110.8 ,,178.8 ,,172.9 ,,18.6 ,,16.8 ,,75.2 ,,178.8 ,
CO,Colorado Springs Transit System,,,,,,,,,,,,,,,,,,,,,
,,8005,B,DR,PT,55,69,,0.0 ,,"1,591.9 ",,"1,508.1 ",,98.2 ,,93.5 ,,221.7 ,,"1,340.0 ",
,,8005,B,MB,DO,54,73,,"2,209.9 ",,"2,442.4 ",,"2,208.5 ",,149.4 ,,140.3 ,,"2,596.0 ",,"9,128.2 ",
,,,,Total,,109,142,,"2,209.9 ",,"4,034.4 ",,"3,716.6 ",,247.6 ,,233.8 ,,"2,817.8 ",,"10,468.2 ",
CO,Denver Regional Transportation District (RTD),,,,,,,,,,,,,,,,,,,,,
,,8006,B,DR,DO,11,11,,0.0 ,,89.7 ,,69.6 ,,11.3 ,,9.2 ,,84.1 ,,884.5 ,
,,8006,B,DR,PT,252,262,,0.0 ,,"7,390.1 ",,"6,264.6 ",,508.9 ,,443.0 ,,721.5 ,,"6,057.3 ",
,,8006,B,LR,DO,47,49,,"3,752.0 ",,"3,904.6 ",,"3,869.3 ",,219.1 ,,216.1 ,,"10,028.5 ",,"43,341.3 ",
,,8006,B,MB,DO,566,719,,"23,708.5 ",,"30,819.6 ",,"23,920.1 ",,"1,856.1 ",,"1,514.5 ",,"51,228.1 ",,"237,306.2 ",
,,8006,B,MB,PT,317,380,,"15,213.8 ",,"17,234.1 ",,"15,108.5 ",,"1,203.5 ",,"1,098.9 ",,"20,110.0 ",,"107,653.7 ",
,,8006,B,VP,PT,99,99,,0.0 ,,"1,897.4 ",,"1,822.9 ",,105.4 ,,37.0 ,,190.6 ,,"7,207.0 ",
,,,,Total,,"1,292","1,520",,"42,674.3 ",,"61,335.6 ",,"51,055.1 ",,"3,904.2 ",,"3,318.6 ",,"82,362.8 ",,"402,450.1 ",
CO,Mesa County (GVT),,,,,,,,,,,,,,,,,,,,,
,,8016,B,DR,PT,4,5,,0.0 ,,84.2 ,Q,71.4 ,,6.7 ,Q,5.6 ,Q,9.5 ,,71.2 ,
,,8016,B,MB,PT,11,22,,588.9 ,,629.0 ,,590.2 ,,47.0 ,,42.0 ,,686.7 ,,"2,832.6 ",Q
,,,,Total,,15,27,,588.9 ,,713.3 ,,661.7 ,,53.7 ,,47.6 ,,696.2 ,,"2,903.8 ",
CO,Pueblo Transit System (PT),,,,,,,,,,,,,,,,,,,,,
,,8007,B,DR,PT,8,8,,0.0 ,,239.1 ,,239.1 ,,18.6 ,,18.6 ,,38.4 ,,165.0 ,
,,8007,B,MB,DO,11,16,,529.3 ,,533.6 ,Q,529.3 ,Q,37.0 ,Q,37.6 ,Q,"1,011.1 ",Q,"3,104.3 ",Q
