State,Name,ID,Org Type ,Mode,TOS, VOMS,Service Supplied (in Thousands),,,,,,,,,,,,Unlinked Passenger Trips ,,,
FL,"Council on Aging of St. Lucie, Inc. (CT)",4097,F,DR,DO,20,30,,0.0 ,,434.0 ,,386.9 ,,31.1 ,,27.1 ,,100.2 ,,421.0 ,
FL,"Council on Aging of St. Lucie, Inc. (CT)",4097,F,MB,DO,6,10,,202.7 ,,208.4 ,,201.7 ,Q,20.7 ,,20.2 ,Q,61.7 ,,668.0 ,
,,,,Total,,26,40,,202.7 ,,642.3 ,,588.5 ,,51.7 ,,47.3 ,,161.9 ,,"1,088.9 ",
FL,"County of Volusia, dba: VOTRAN (Votran)",4032,B,DR,DO,38,44,,0.0 ,,"1,409.3 ",,"1,274.7 ",,95.2 ,,84.2 ,,175.7 ,,"1,856.7 ",
FL,"County of Volusia, dba: VOTRAN (Votran)",4032,B,DR,PT,38,47,,0.0 ,,"1,454.6 ",,"1,454.6 ",,107.5 ,,107.5 ,,159.1 ,,"1,321.1 ",
FL,"County of Volusia, dba: VOTRAN (Votran)",4032,B,MB,DO,46,54,,"2,583.5 ",,"2,746.9 ",,"2,599.1 ",,168.6 ,,162.0 ,,"3,050.3 ",,"14,244.8 ",
FL,"County of Volusia, dba: VOTRAN (Votran)",4032,B,MB,PT,2,3,,37.0 ,,74.3 ,,37.0 ,,2.5 ,,1.2 ,,11.7 ,,374.4 ,
FL,"County of Volusia, dba: VOTRAN (Votran)",4032,B,VP,DO,25,28,,0.0 ,,549.2 ,,549.2 ,,12.9 ,,12.9 ,,103.9 ,,"4,383.0 ",
,,,,Total,,149,176,,"2,620.5 ",,"6,234.3 ",,"5,914.5 ",,386.7 ,,367.9 ,,"3,500.7 ",,"22,180.0 ",
FL,Escambia County Area Transit (ECAT),4038,B,DR,PT,14,15,,0.0 ,,385.2 ,,380.0 ,,24.7 ,,24.4 ,,57.4 ,,391.4 ,
FL,Escambia County Area Transit (ECAT),4038,B,MB,DO,36,44,,"1,565.0 ",,"1,586.9 ",,"1,563.7 ",,106.2 ,,104.9 ,,"1,182.1 ",,"5,615.0 ",
,,,,Total,,50,59,,"1,565.0 ",,"1,972.1 ",,"1,943.8 ",,130.9 ,,129.2 ,,"1,239.4 ",,"6,006.4 ",
FL,Gainesville Regional Transit System (RTS),4030,B,DR,PT,10,48,,0.0 ,,235.7 ,,221.9 ,,16.8 ,,15.9 ,,38.2 ,,473.1 ,
FL,Gainesville Regional Transit System (RTS),4030,B,MB,DO,88,109,,"2,774.6 ",,"2,831.7 ",,"2,680.0 ",,246.6 ,,236.3 ,,"8,562.3 ",,"28,683.7 ",
,,,,Total,,98,157,,"2,774.6 ",,"3,067.3 ",,"2,901.9 ",,263.4 ,,252.2 ,,"8,600.5 ",,"29,156.8 ",
FL,Hernando County Board of County Commissioners (The Bus),4146,B,DR,PT,12,18,,0.0 ,,265.1 ,,242.0 ,,10.7 ,,9.9 ,,28.3 ,,366.8 ,
FL,Hernando County Board of County Commissioners (The Bus),4146,B,MB,PT,6,8,,314.5 ,,336.3 ,,314.5 ,,18.1 ,,17.6 ,,158.2 ,,617.0 ,
,,,,Total,,18,26,,314.5 ,,601.4 ,,556.5 ,,28.8 ,,27.5 ,,186.5 ,,983.8 ,
FL,Hillsborough Area Regional Transit Authority (HART),4041,B,DR,DO,24,24,,0.0 ,,862.7 ,,727.0 ,,53.1 ,,46.3 ,,63.2 ,,491.5 ,
FL,Hillsborough Area Regional Transit Authority (HART),4041,B,LR,DO,8,10,,87.4 ,,88.3 ,,86.8 ,,18.3 ,,18.0 ,,520.3 ,,838.4 ,
FL,Hillsborough Area Regional Transit Authority (HART),4041,B,MB,DO,165,197,,"6,879.5 ",,"7,897.7 ",,"6,875.5 ",,608.4 ,,556.0 ,,"11,914.3 ",,"60,035.7 ",
FL,Hillsborough Area Regional Transit Authority (HART),4041,B,VP,PT,34,34,,0.0 ,,610.2 ,,610.2 ,,14.4 ,,14.4 ,,76.0 ,,"3,273.9 ",
,,,,Total,,231,265,,"6,966.9 ",,"9,458.9 ",,"8,299.4 ",,694.2 ,,634.8 ,,"12,573.7 ",,"64,639.4 ",
FL,"Indian River County Council on Aging, Inc. (IRCCOA)",4104,B,DR,DO,24,30,,0.0 ,,479.1 ,,458.4 ,,40.9 ,,39.4 ,,63.8 ,,448.5 ,
FL,"Indian River County Council on Aging, Inc. (IRCCOA)",4104,B,DR,PT,9,12,,0.0 ,,136.6 ,,131.2 ,,12.2 ,,11.9 ,,31.0 ,,130.4 ,
FL,"Indian River County Council on Aging, Inc. (IRCCOA)",4104,B,MB,DO,9,13,,243.9 ,,248.2 ,Q,243.9 ,Q,23.1 ,Q,22.7 ,Q,329.3 ,Q,236.1 ,Q
,,,,Total,,42,55,,243.9 ,,863.9 ,,833.6 ,,76.2 ,,74.0 ,,424.1 ,,815.1 ,
FL,Jacksonville Transportation Authority (JTA),4040,B,AG,DO,7,10,,260.9 ,,260.9 ,,259.6 ,,19.9 ,,19.6 ,,635.7 ,,242.6 ,
FL,Jacksonville Transportation Authority (JTA),4040,B,DR,PT,119,123,,0.0 ,,"6,824.3 ",,"6,160.9 ",,371.5 ,,321.8 ,,544.0 ,,"6,409.9 ",
FL,Jacksonville Transportation Authority (JTA),4040,B,MB,DO,179,217,,"9,949.2 ",,"9,967.6 ",,"9,897.6 ",,637.1 ,,609.7 ,,"10,489.4 ",,"61,663.2 ",
,,,,Total,,305,350,,"10,210.1 ",,"17,052.8 ",,"16,318.0 ",,"1,028.5 ",,951.1 ,,"11,669.1 ",,"68,315.8 ",
FL,Lakeland Area Mass Transit District (Citrus Connection),4031,B,DR,DO,13,16,,0.0 ,,508.7 ,Q,466.2 ,Q,36.0 ,Q,32.2 ,Q,116.4 ,Q,"1,153.3 ",Q
FL,Lakeland Area Mass Transit District (Citrus Connection),4031,B,MB,DO,25,40,,"1,471.2 ",,"1,490.5 ",,"1,472.1 ",,91.3 ,,90.5 ,,"1,549.3 ",Q,"8,319.7 ",Q
,,,,Total,,38,56,,"1,471.2 ",,"1,999.2 ",,"1,938.2 ",,127.4 ,,122.7 ,,"1,665.7 ",,"9,472.9 ",
FL,Lee County Transit (LeeTran),4028,B,DR,DO,37,41,,0.0 ,,"1,380.0 ",,"1,170.0 ",,99.2 ,,81.6 ,,149.3 ,,"1,981.2 ",
FL,Lee County Transit (LeeTran),4028,B,MB,DO,48,58,,"2,957.0 ",,"3,151.8 ",,"2,961.2 ",,189.2 ,,179.7 ,,"2,892.0 ",,"14,987.6 ",
FL,Lee County Transit (LeeTran),4028,B,VP,PT,6,7,,0.0 ,,127.7 ,,127.7 ,,2.9 ,,2.9 ,,22.6 ,,769.2 ,
,,,,Total,,91,106,,"2,957.0 ",,"4,659.5 ",,"4,258.9 ",,291.4 ,,264.3 ,,"3,063.9 ",,"17,738.0 ",
FL,Manatee County Area Transit (MCAT),4026,A,DR,DO,22,27,,0.0 ,,335.0 ,,315.9 ,,21.3 ,,20.2 ,,46.9 ,,239.8 ,
FL,Manatee County Area Transit (MCAT),4026,A,MB,DO,18,29,,"1,021.0 ",,"1,088.4 ",,"1,021.0 ",,88.2 ,,85.1 ,,"1,692.1 ",,"7,253.2 ",
,,,,Total,,40,56,,"1,021.0 ",,"1,423.4 ",,"1,336.9 ",,109.5 ,,105.3 ,,"1,739.0 ",,"7,492.9 ",
FL,"Miami Lakes - VPSI, Inc.",4152,D,VP,DO,162,165,,0.0 ,,"2,413.9 ",,"2,413.9 ",,46.6 ,,46.6 ,,512.1 ,,"10,546.5 ",
FL,Miami-Dade Transit (MDT),4034,B,AG,DO,18,29,,965.2 ,,949.3 ,,941.7 ,,93.1 ,,92.3 ,,"8,221.7 ",,"8,213.9 ",
FL,Miami-Dade Transit (MDT),4034,B,HR,DO,104,136,,"10,002.7 ",,"9,951.7 ",Q,"9,690.1 ",Q,435.2 ,,405.5 ,,"17,235.0 ",,"131,446.5 ",
FL,Miami-Dade Transit (MDT),4034,B,MB,DO,823,"1,108",,"38,447.3 ",,"42,890.4 ",,"36,825.4 ",,"3,214.8 ",,"2,950.0 ",,"81,637.4 ",,"348,022.3 ",
,,,,Total,,945,"1,273",,"49,415.2 ",,"53,791.5 ",,"47,457.1 ",,"3,743.1 ",,"3,447.9 ",,"107,094.1 ",,"487,682.6 ",
FL,Okaloosa County Board of County Commissioners,4128,B,DR,PT,34,37,,0.0 ,,831.2 ,,716.4 ,,51.5 ,,44.8 ,,91.4 ,,659.4 ,
FL,Okaloosa County Board of County Commissioners,4128,B,MB,PT,14,17,,416.9 ,,435.3 ,,416.9 ,,31.7 ,,30.5 ,,108.4 ,,507.3 ,
,,,,Total,,48,54,,416.9 ,,"1,266.5 ",,"1,133.3 ",,83.2 ,,75.3 ,,199.8 ,,"1,166.6 ",
FL,Pasco County Public Transportation (PCPT),4074,B,DR,DO,11,21,,0.0 ,,142.5 ,,106.9 ,,8.3 ,,6.3 ,,24.6 ,,163.6 ,
FL,Pasco County Public Transportation (PCPT),4074,B,DR,PT,21,46,,0.0 ,,254.0 ,,254.0 ,,15.0 ,,15.0 ,,36.3 ,,254.0 ,
FL,Pasco County Public Transportation (PCPT),4074,B,MB,DO,16,31,,892.4 ,,975.1 ,,891.9 ,,56.7 ,,53.4 ,,860.6 ,,"5,674.0 ",
,,,,Total,,48,98,,892.4 ,,"1,371.6 ",,"1,252.8 ",,80.0 ,,74.8 ,,921.5 ,,"6,091.6 ",
FL,Pinellas Suncoast Transit Authority (PSTA),4027,B,DR,PT,117,122,,0.0 ,,"3,821.7 ",,"3,380.6 ",,127.0 ,,112.7 ,,258.7 ,,"2,299.8 ",
FL,Pinellas Suncoast Transit Authority (PSTA),4027,B,MB,DO,161,197,,"8,580.7 ",,"9,666.1 ",,"8,550.7 ",,624.9 ,,582.7 ,,"11,021.3 ",,"54,078.1 ",
FL,Pinellas Suncoast Transit Authority (PSTA),4027,B,MB,PT,4,5,,53.3 ,,63.7 ,,58.9 ,,6.7 ,,6.4 ,,120.4 ,,202.9 ,
,,,,Total,,282,324,,"8,634.0 ",,"13,551.6 ",,"11,990.2 ",,758.6 ,,701.8 ,,"11,400.4 ",,"56,580.7 ",
FL,Polk County Transit Services Division - Polk County Board of County Commissioners (PCTS),4127,B,DR,DO,10,10,,0.0 ,,40.3 ,,27.4 ,,4.0 ,,2.9 ,,11.1 ,,34.2 ,
FL,Polk County Transit Services Division - Polk County Board of County Commissioners (PCTS),4127,B,DR,PT,3,3,,0.0 ,,6.4 ,,4.8 ,,0.4 ,,0.3 ,,0.8 ,,5.0 ,
FL,Polk County Transit Services Division - Polk County Board of County Commissioners (PCTS),4127,B,MB,DO,11,19,,337.5 ,,465.4 ,,336.8 ,,22.6 ,,18.6 ,,156.4 ,,760.1 ,
FL,Polk County Transit Services Division - Polk County Board of County Commissioners (PCTS),4127,B,MB,PT,8,8,,410.1 ,,452.2 ,Q,408.7 ,Q,24.7 ,Q,22.5 ,Q,406.5 ,Q,504.1 ,Q
,,,,Total,,32,40,,747.5 ,,964.3 ,,777.8 ,,51.8 ,,44.4 ,,574.9 ,,"1,303.5 ",
FL,Sarasota County Area Transit (SCAT),4046,B,DR,DO,24,36,,0.0 ,,679.7 ,,500.5 ,,57.9 ,,43.5 ,,95.4 ,Q,"1,015.9 ",Q
FL,Sarasota County Area Transit (SCAT),4046,B,DR,PT,35,49,,0.0 ,,"1,240.4 ",Q,"1,012.8 ",Q,80.1 ,,59.9 ,,113.7 ,,"1,334.2 ",
FL,Sarasota County Area Transit (SCAT),4046,B,MB,DO,32,54,Q,"1,757.8 ",,"1,755.6 ",Q,"1,663.8 ",Q,118.6 ,,113.8 ,,"1,902.8 ",,"9,133.7 ",
FL,Sarasota County Area Transit (SCAT),4046,B,VP,PT,3,3,,0.0 ,,35.7 ,,35.7 ,,0.6 ,,0.6 ,,7.5 ,,219.4 ,
,,,,Total,,94,142,,"1,757.8 ",,"3,711.3 ",,"3,212.8 ",,257.2 ,,217.8 ,,"2,119.4 ",,"11,703.2 ",
FL,South Florida Regional Transportation Authority (TRI-Rail),4077,B,CR,PT,32,36,,"2,129.7 ",,"2,145.7 ",,"2,007.2 ",,96.5 ,Q,60.0 ,,"2,674.6 ",,"84,727.1 ",
FL,South Florida Regional Transportation Authority (TRI-Rail),4077,B,MB,PT,16,18,,270.1 ,,423.7 ,,265.0 ,,34.9 ,,28.5 ,,233.9 ,,650.0 ,
,,,,Total,,48,54,,"2,399.8 ",,"2,569.3 ",,"2,272.2 ",,131.4 ,,88.5 ,,"2,908.4 ",,"85,377.2 ",
FL,Space Coast Area Transit (SCAT),4063,B,DR,DO,55,69,,0.0 ,,811.6 ,,646.2 ,,66.9 ,,54.4 ,,143.8 ,,"2,240.1 ",
FL,Space Coast Area Transit (SCAT),4063,B,DR,PT,64,77,,0.0 ,,"1,045.5 ",,"1,035.3 ",,70.1 ,,69.8 ,,287.1 ,,"7,376.6 ",
FL,Space Coast Area Transit (SCAT),4063,B,MB,DO,21,55,,998.2 ,,"1,026.7 ",Q,993.2 ,Q,50.1 ,Q,47.5 ,Q,913.1 ,,"4,967.4 ",
FL,Space Coast Area Transit (SCAT),4063,B,VP,PT,36,52,,0.0 ,,"1,016.6 ",,"1,016.6 ",,20.5 ,,20.5 ,,142.7 ,,"7,340.3 ",
,,,,Total,,176,253,,998.2 ,,"3,900.3 ",,"3,691.3 ",,207.6 ,,192.2 ,,"1,486.7 ",,"21,924.4 ",
FL,"Tri-County Community Council, Inc. (TCCC)",4148,A,DR,DO,35,37,,0.0 ,,522.6 ,,509.1 ,,32.5 ,,31.6 ,,142.7 ,,595.1 ,
GA,Albany Transit System (ATS),4021,A,DR,DO,4,5,,0.0 ,,148.7 ,,137.5 ,,10.1 ,,9.5 ,,23.6 ,,105.1 ,
GA,Albany Transit System (ATS),4021,A,MB,DO,7,10,,536.9 ,,542.3 ,Q,536.9 ,,33.7 ,,32.0 ,,712.0 ,,"3,617.6 ",
,,,,Total,,11,15,,536.9 ,,691.1 ,,674.4 ,,43.8 ,,41.5 ,,735.6 ,,"3,722.7 ",
GA,Athens Transit System (ATS),4047,A,DR,DO,3,4,,0.0 ,,79.0 ,,74.4 ,,7.3 ,,6.0 ,,10.5 ,,56.0 ,
GA,Athens Transit System (ATS),4047,A,MB,DO,19,28,,740.0 ,,757.9 ,,740.0 ,,57.3 ,,56.1 ,,"1,465.9 ",,"4,852.3 ",
,,,,Total,,22,32,,740.0 ,,836.8 ,,814.3 ,,64.6 ,,62.1 ,,"1,476.5 ",,"4,908.3 ",
GA,Augusta Richmond County Transit Department (APT),4023,A,DR,DO,6,8,,0.0 ,,120.2 ,,106.4 ,,13.7 ,,12.7 ,,16.7 ,,74.8 ,
GA,Augusta Richmond County Transit Department (APT),4023,A,MB,DO,16,23,,660.4 ,,668.2 ,,645.0 ,,50.3 ,,48.9 ,,938.3 ,,"4,644.8 ",
,,,,Total,,22,31,,660.4 ,,788.4 ,,751.4 ,,64.1 ,,61.6 ,,955.0 ,,"4,719.6 ",
GA,Chatham Area Transit Authority (CAT),4025,B,DR,PT,14,16,,0.0 ,,525.3 ,,491.9 ,,39.9 ,,38.0 ,,72.4 ,,555.3 ,
GA,Chatham Area Transit Authority (CAT),4025,B,FB,DO,2,3,,16.6 ,,16.6 ,,16.6 ,,10.5 ,,10.5 ,,373.8 ,,126.1 ,
GA,Chatham Area Transit Authority (CAT),4025,B,MB,DO,45,55,,"2,540.2 ",,"2,626.7 ",,"2,513.0 ",,193.8 ,,185.9 ,,"3,561.2 ",,"11,976.3 ",
,,,,Total,,61,74,,"2,556.8 ",,"3,168.5 ",,"3,021.4 ",,244.2 ,,234.4 ,,"4,007.4 ",,"12,657.8 ",
GA,City of Canton Transit,4142,B,MB,DO,3,6,,95.6 ,,100.7 ,,95.6 ,,6.9 ,Q,6.1 ,Q,49.1 ,,294.5 ,
GA,City of Rome Transit Department (RTD),4058,A,DR,DO,4,4,,0.0 ,,105.3 ,,104.6 ,,8.2 ,,7.9 ,,21.4 ,,102.8 ,
GA,City of Rome Transit Department (RTD),4058,A,MB,DO,24,28,,479.7 ,,481.0 ,Q,479.7 ,Q,38.3 ,Q,37.5 ,Q,589.8 ,,"5,269.5 ",
,,,,Total,,28,32,,479.7 ,,586.3 ,,584.2 ,,46.5 ,,45.4 ,,611.2 ,,"5,372.3 ",
GA,Cobb County Department of Transportation Authority (CCT),4078,B,DR,PT,15,18,,0.0 ,,638.2 ,,492.4 ,,46.7 ,,37.5 ,,68.7 ,,902.5 ,
GA,Cobb County Department of Transportation Authority (CCT),4078,B,MB,PT,72,94,,"2,828.7 ",,"3,291.4 ",,"2,825.6 ",,173.5 ,,152.9 ,,"4,246.4 ",,"36,218.1 ",
,,,,Total,,87,112,,"2,828.7 ",,"3,929.6 ",,"3,318.0 ",,220.2 ,,190.4 ,,"4,315.1 ",,"37,120.6 ",
GA,Douglas County Rideshare (Rideshare),4082,A,VP,DO,42,50,,0.0 ,,605.7 ,,569.8 ,,20.0 ,,18.0 ,,114.7 ,,"3,359.6 ",
GA,Georgia Regional Transportation Authority (GRTA),4135,B,DR,PT,4,6,,0.0 ,,326.0 ,,274.1 ,,18.4 ,,15.4 ,,18.7 ,,151.5 ,
GA,Georgia Regional Transportation Authority (GRTA),4135,B,MB,PT,67,82,,"2,357.8 ",,"3,340.1 ",,"2,356.8 ",,192.1 ,,154.2 ,,"2,780.3 ",,"31,158.5 ",
GA,Georgia Regional Transportation Authority (GRTA),4135,B,VP,DO,55,62,,0.0 ,,924.9 ,Q,902.7 ,Q,22.7 ,Q,22.0 ,Q,183.7 ,Q,"6,958.1 ",Q
,,,,Total,,126,150,,"2,357.8 ",,"4,591.0 ",,"3,533.7 ",,233.1 ,,191.6 ,,"2,982.6 ",,"38,268.0 ",
GA,Gwinnett County Board of Commissioners,4138,B,DR,PT,4,8,,0.0 ,,80.1 ,,61.7 ,,9.8 ,Q,7.5 ,,7.1 ,,37.1 ,
GA,Gwinnett County Board of Commissioners,4138,B,MB,PT,63,74,,"2,260.5 ",,"3,362.5 ",,"2,317.3 ",,152.7 ,,131.1 ,,"2,012.6 ",,"42,506.9 ",
,,,,Total,,67,82,,"2,260.5 ",,"3,442.6 ",,"2,379.1 ",,162.5 ,,138.6 ,,"2,019.8 ",,"42,544.0 ",
GA,Macon-Bibb County Transit Authority,4130,B,MB,DO,19,23,,"1,108.3 ",,"1,108.3 ",Q,"1,108.3 ",Q,77.7 ,Q,77.7 ,Q,"1,059.9 ",Q,"4,875.2 ",Q
GA,"Marietta - VPSI, Inc.",4153,D,VP,DO,220,245,,0.0 ,,"3,242.9 ",,"3,242.9 ",,89.4 ,,89.4 ,,658.7 ,,"18,168.2 ",
GA,Metra Transit System (Metra),4024,A,DR,DO,4,6,,0.0 ,,163.4 ,,159.0 ,,10.8 ,,10.6 ,,14.8 ,,120.5 ,
GA,Metra Transit System (Metra),4024,A,MB,DO,17,33,,946.6 ,,946.7 ,,945.0 ,,64.4 ,,64.1 ,,"1,004.4 ",,"4,008.9 ",
,,,,Total,,21,39,,946.6 ,,"1,110.2 ",,"1,104.0 ",,75.2 ,,74.6 ,,"1,019.2 ",,"4,129.4 ",
GA,Metropolitan Atlanta Rapid Transit Authority (MARTA),4022,A,DR,DO,99,120,,0.0 ,,"4,997.3 ",,"3,973.7 ",,291.1 ,,221.7 ,,363.6 ,,"4,613.2 ",
GA,Metropolitan Atlanta Rapid Transit Authority (MARTA),4022,A,HR,DO,184,276,,"19,508.2 ",,"21,999.1 ",,"21,091.5 ",,868.8 ,,802.8 ,,"69,209.0 ",,"488,528.8 ",
GA,Metropolitan Atlanta Rapid Transit Authority (MARTA),4022,A,MB,DO,451,599,,"22,213.1 ",,"25,603.1 ",,"22,233.2 ",,"1,963.7 ",,"1,811.8 ",,"68,830.7 ",,"256,534.7 ",
,,,,Total,,734,995,,"41,721.4 ",,"52,599.5 ",,"47,298.3 ",,"3,123.6 ",,"2,836.3 ",,"138,403.3 ",,"749,676.6 ",
HI,City and County of Honolulu Department of Transportation Services (DTS),9002,B,DR,PT,171,206,,0.0 ,,"5,285.5 ",,"4,322.0 ",,373.3 ,,300.4 ,,783.9 ,,"9,753.5 ",
HI,City and County of Honolulu Department of Transportation Services (DTS),9002,B,MB,PT,415,525,,"18,108.6 ",,"21,167.0 ",,"18,019.0 ",,"1,471.2 ",,"1,344.2 ",,"70,384.4 ",,"318,371.3 ",
,,,,Total,,586,731,,"18,108.6 ",,"26,452.4 ",,"22,341.0 ",,"1,844.5 ",,"1,644.6 ",,"71,168.3 ",,"328,124.8 ",
HI,"Honolulu - VPSI, Inc.",9176,D,VP,DO,236,253,,0.0 ,,"3,097.7 ",,"3,097.7 ",,105.2 ,,105.2 ,,527.3 ,,"10,668.2 ",
IA,Ames Transit Agency (CyRide),7041,B,DR,PT,3,11,,0.0 ,,31.4 ,,29.6 ,,3.0 ,,2.9 ,,10.7 ,,26.2 ,
IA,Ames Transit Agency (CyRide),7041,B,MB,DO,45,55,,"1,001.2 ",,"1,072.7 ",,"1,022.2 ",,99.8 ,,95.3 ,,"4,162.5 ",,"5,929.2 ",
,,,,Total,,48,66,,"1,001.2 ",,"1,104.1 ",,"1,051.9 ",,102.9 ,,98.2 ,,"4,173.2 ",,"5,955.4 ",
IA,Bettendorf Transit System,7007,B,DR,PT,1,2,,0.0 ,,39.9 ,,28.0 ,,3.9 ,,3.6 ,,5.7 ,,22.8 ,
IA,Bettendorf Transit System,7007,B,MB,DO,5,6,,302.4 ,,302.4 ,,302.4 ,,16.7 ,,16.7 ,,154.2 ,,589.3 ,
IA,Bettendorf Transit System,7007,B,MB,PT,2,3,,15.8 ,,17.7 ,,15.8 ,,1.0 ,,0.9 ,,6.6 ,,19.1 ,
,,,,Total,,8,11,,318.2 ,,360.0 ,,346.2 ,,21.6 ,,21.2 ,,166.6 ,,631.2 ,
IA,City of Dubuque (KeyLine),7011,A,DR,DO,10,13,,0.0 ,,297.1 ,Q,285.2 ,Q,25.9 ,Q,25.3 ,Q,91.1 ,Q,345.2 ,Q
IA,City of Dubuque (KeyLine),7011,A,MB,DO,9,10,,292.3 ,,294.6 ,Q,292.3 ,Q,24.3 ,Q,24.1 ,Q,597.5 ,,"1,963.3 ",
,,,,Total,,19,23,,292.3 ,,591.7 ,,577.5 ,,50.2 ,,49.4 ,,688.6 ,,"2,308.6 ",
IA,Coralville Transit System,7030,B,DR,PT,2,3,,0.0 ,,63.5 ,,60.7 ,,3.9 ,,3.7 ,,10.7 ,,51.7 ,
IA,Coralville Transit System,7030,B,MB,DO,6,9,,163.2 ,,175.7 ,,163.4 ,,14.8 ,,14.0 ,,461.2 ,,"1,562.0 ",
,,,,Total,,8,12,,163.2 ,,239.2 ,,224.1 ,,18.7 ,,17.7 ,,471.9 ,,"1,613.7 ",
IA,Davenport Public Transit (CITIBUS),7009,B,DR,PT,4,6,,0.0 ,,133.7 ,,113.0 ,,11.4 ,,10.6 ,,25.7 ,,86.5 ,
IA,Davenport Public Transit (CITIBUS),7009,B,MB,DO,17,20,,709.0 ,,735.3 ,Q,708.8 ,Q,58.0 ,Q,55.6 ,Q,982.7 ,,"3,827.5 ",
,,,,Total,,21,26,,709.0 ,,869.0 ,,821.7 ,,69.4 ,,66.2 ,,"1,008.4 ",,"3,914.1 ",
IA,Des Moines Metropolitan Transit Authority (Des Moines MTA),7010,B,DR,DO,23,31,,0.0 ,,908.4 ,,786.3 ,,61.9 ,,54.3 ,,210.5 ,,"1,840.3 ",
IA,Des Moines Metropolitan Transit Authority (Des Moines MTA),7010,B,DR,PT,2,3,,0.0 ,,92.6 ,,92.6 ,,5.4 ,,5.4 ,,12.5 ,,92.6 ,
IA,Des Moines Metropolitan Transit Authority (Des Moines MTA),7010,B,MB,DO,86,103,,"2,118.5 ",,"2,464.4 ",,"2,120.3 ",,179.2 ,,155.8 ,,"4,087.3 ",,"17,464.8 ",
IA,Des Moines Metropolitan Transit Authority (Des Moines MTA),7010,B,VP,DO,76,81,,0.0 ,,"1,404.5 ",,"1,404.5 ",,35.0 ,,35.0 ,,222.3 ,,"9,226.1 ",
,,,,Total,,187,218,,"2,118.5 ",,"4,870.0 ",,"4,403.7 ",,281.5 ,,250.6 ,,"4,532.5 ",,"28,623.9 ",
IA,Five Seasons Transportation and Parking (FSTP),7008,B,DR,PT,26,49,,0.0 ,,440.0 ,,421.1 ,,26.1 ,,24.7 ,,92.7 ,,648.1 ,
IA,Five Seasons Transportation and Parking (FSTP),7008,B,MB,DO,30,49,,"1,085.6 ",,"1,088.3 ",,"1,055.7 ",,76.6 ,,74.5 ,,"1,079.4 ",,"4,533.4 ",
,,,,Total,,56,98,,"1,085.6 ",,"1,528.3 ",,"1,476.8 ",,102.7 ,,99.2 ,,"1,172.1 ",,"5,181.6 ",
IA,Iowa City Transit,7018,B,DR,PT,10,10,,0.0 ,,200.7 ,,186.4 ,,18.4 ,,17.4 ,,67.5 ,,209.3 ,
IA,Iowa City Transit,7018,B,MB,DO,21,23,,576.3 ,,611.7 ,,588.8 ,,49.7 ,,48.6 ,,"1,640.5 ",,"3,032.3 ",
,,,,Total,,31,33,,576.3 ,,812.3 ,,775.1 ,,68.1 ,,65.9 ,,"1,707.9 ",,"3,241.7 ",
IA,Metropolitan Transit Authority of Black Hawk County,7013,B,DR,DO,15,16,,0.0 ,,323.9 ,Q,244.4 ,Q,32.8 ,Q,18.3 ,Q,73.5 ,,307.5 ,
IA,Metropolitan Transit Authority of Black Hawk County,7013,B,DR,PT,3,4,,0.0 ,,119.8 ,Q,119.8 ,Q,4.5 ,Q,4.5 ,Q,13.7 ,,89.3 ,Q
IA,Metropolitan Transit Authority of Black Hawk County,7013,B,MB,DO,12,19,,550.5 ,,567.6 ,,550.4 ,,37.0 ,,35.0 ,,356.8 ,,0.0 ,W
,,,,Total,,30,39,,550.5 ,,"1,011.3 ",,914.6 ,,74.3 ,,57.8 ,,444.1 ,,396.9 ,Q
IA,Sioux City Transit System (SCTS),7012,B,DR,PT,5,8,,0.0 ,,128.6 ,,126.1 ,,16.4 ,,16.2 ,,39.9 ,,204.7 ,
IA,Sioux City Transit System (SCTS),7012,B,MB,DO,12,23,,525.0 ,,550.4 ,,524.8 ,,37.6 ,,36.3 ,,818.8 ,,"2,055.1 ",
,,,,Total,,17,31,,525.0 ,,678.9 ,,650.9 ,,54.0 ,,52.4 ,,858.6 ,,"2,259.8 ",
IA,University of Iowa (Cambus),7019,A,DR,DO,3,5,,0.0 ,,57.4 ,,55.5 ,,9.6 ,,9.2 ,,10.2 ,,33.3 ,
IA,University of Iowa (Cambus),7019,A,MB,DO,23,28,,680.1 ,,715.9 ,Q,679.3 ,Q,65.1 ,Q,63.7 ,Q,"3,534.5 ",,"4,241.4 ",
,,,,Total,,26,33,,680.1 ,,773.3 ,,734.8 ,,74.7 ,,73.0 ,,"3,544.7 ",,"4,274.7 ",
ID,City of Pocatello - Pocatello Regional Transit (PRT),0022,A,DR,DO,6,7,,0.0 ,,186.9 ,,173.4 ,,15.9 ,,15.0 ,,41.4 ,,157.3 ,
ID,City of Pocatello - Pocatello Regional Transit (PRT),0022,A,MB,DO,9,16,,270.5 ,,278.5 ,,270.2 ,,21.9 ,,21.6 ,,413.6 ,,"2,026.4 ",
,,,,Total,,15,23,,270.5 ,,465.4 ,,443.7 ,,37.8 ,,36.5 ,,455.0 ,,"2,183.8 ",
ID,Targhee Regional Public Transit Authority (TRPTA),0042,A,DR,DO,5,6,,0.0 ,,107.2 ,,98.6 ,,5.3 ,,5.0 ,,14.9 ,,0.0 ,W
